Entered_By,QAQC_By,Region,Site,Survey_Date,Vert_Transect_Dist_m,Quad_Dist_m,Species,Total_Length,Timed_Count_Conducted,In_Timed_Count,Remote_ID,Whelk_TH_m,Notes
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,26.5,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,17.4,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,13.5,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,10,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,32,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,26.3,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,27,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,26.9,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,23.7,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,16.3,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,27.4,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,12.09,M,24.8,Y,N,NA,0.7,
AA,RB,Baja,Saldamando,5/20/2022,18,2.43,M,16.5,Y,N,NA,0.97,
AA,RB,Baja,Saldamando,5/20/2022,17,8.5,M,20.7,Y,N,NA,0.59,
AA,RB,Baja,Campo Kennedy,5/21/2022,8,0.2,M,24.1,Y,N,NA,1.2,
AA,RB,Baja,Campo Kennedy,5/21/2022,3,5.66,As,23.5,Y,N,NA,0.17,
AA,RB,Baja,Campo Kennedy,5/21/2022,3,5.66,As,19,Y,N,NA,0.17,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,25,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,11,9.4,Rp,18.5,Y,N,NA,0.38,May or may not be As; RB originally changed As? to As. Now thinks they are probably a different spp (Roperia poulsoni)
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,17.7,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,17.6,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,22.2,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,26.4,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,18.1,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,19,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,19.1,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,21.9,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,20.7,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,18.9,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,22.7,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,21.5,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,20.6,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,18.7,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,22.8,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,22.2,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,20,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,20.9,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,20.8,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,21.6,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,18.7,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,18.3,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,17.9,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,19.5,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,22.6,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,19.3,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,22.1,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,18.4,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,17.9,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,10,1.1,M,18.8,Y,Y,NA,0.73,
AA,RB,Baja,Punta Morro,5/22/2022,11,6.3,Rp,30.3,Y,Y,NA,0.13,
AA,RB,Baja,Punta Morro,5/22/2022,11,6.3,Rp,24.8,Y,Y,NA,0.13,
AA,RB,Baja,Punta Morro,5/22/2022,11,6.3,Rp,25.2,Y,Y,NA,0.13,
AA,RB,Baja,Punta Morro,5/22/2022,11,6.3,Rp,23.6,Y,Y,NA,0.13,
AA,RB,Baja,Punta Morro,5/22/2022,11,6.3,Rp,18.6,Y,Y,NA,0.13,
AA,RB,Baja,Punta Morro,5/22/2022,11,6.3,Rp,21.7,Y,Y,NA,0.13,
AA,RB,Baja,Punta Morro,5/22/2022,11,6.3,Rp,18.5,Y,Y,NA,0.13,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,2,0,Rp,21.6,Y,N,NA,0.86,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,25,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,25,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,25.2,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,19.5,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,19.7,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24.2,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.4,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24.4,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.3,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.8,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.3,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.8,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.1,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24.3,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.8,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.7,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.6,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,25.3,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,29.5,Y,N,NA,0.6,"DA, CS measured for AA, JL"
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,18,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,17.5,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,18.5,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,18.5,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,16,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,15,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,20,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,19,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,20,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,17.7,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,22,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,10,0.9,M,17.5,Y,N,NA,0.85,
AA,RB,Baja,Punta Morro,5/22/2022,11,1.95,M,19.5,Y,N,NA,0.63,
AA,RB,Baja,Punta Morro,5/22/2022,11,0,M,20,Y,N,NA,0.88,
AA,RB,Baja,Punta Morro,5/22/2022,19,0,M,17.6,Y,N,NA,0.93,
AA,RB,Baja,Punta Morro,5/22/2022,19,0.4,M,18.9,Y,N,NA,0.68,
AA,RB,Baja,Punta Morro,5/22/2022,19,0.4,M,21.5,Y,N,NA,0.68,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.3,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.3,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,26,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.9,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,25.9,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.6,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.1,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,19.3,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.8,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.8,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.2,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,19.2,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.3,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.2,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,25,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.8,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.7,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24.6,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.1,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.7,Y,N,NA,0.6,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,M,28.8,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,M,26.4,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,As,18.6,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,M,23.4,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,As,16.4,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,As,18.6,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,M,24.8,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,As,17.4,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,As,19.7,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,M,24.5,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,As,17.7,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,As,16.1,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.1,As,19.2,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,19.7,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,19.9,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,16.3,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,18.8,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,16.9,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,14.1,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,18.5,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,17.5,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,15.5,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,18.4,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,14.4,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,16.1,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,17.4,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,17.6,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,17.5,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,18.7,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,17.1,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,15.5,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,17,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,15.7,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,13.5,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,14.6,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,14.5,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,14.4,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,15.9,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,17.1,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,14.7,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,14.4,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,0.8,As,10.6,Y,Y,NA,1.13,
AA,RB,Baja,Campo Kennedy,5/21/2022,10,0,M,29.7,Y,Y,NA,0.95,
AA,RB,Baja,Campo Kennedy,5/21/2022,10,0,As,17.8,Y,Y,NA,0.95,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.5,M,28.9,Y,Y,NA,0.88,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.5,M,24.4,Y,Y,NA,0.88,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.5,As,19.6,Y,Y,NA,0.88,
AA,RB,Baja,Campo Kennedy,5/21/2022,16,1.5,As,18.9,Y,Y,NA,0.88,
AA,RB,Baja,Campo Kennedy,5/21/2022,7,2,As,17.4,Y,Y,NA,0.98,
AA,RB,Baja,Campo Kennedy,5/21/2022,7,2,As,22.1,Y,Y,NA,0.98,
AA,RB,Baja,Campo Kennedy,5/21/2022,7,2,As,17.5,Y,Y,NA,0.98,
AA,RB,Baja,Campo Kennedy,5/21/2022,7,2,As,18.7,Y,Y,NA,0.98,
AA,RB,Baja,Campo Kennedy,5/21/2022,7,2,As,17.6,Y,Y,NA,0.98,
AA,RB,Baja,Campo Kennedy,5/21/2022,7,2,As,15.9,Y,Y,NA,0.98,
AA,RB,Baja,Campo Kennedy,5/21/2022,7,2,As,15.5,Y,Y,NA,0.98,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.6,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24.4,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.3,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.6,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.3,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.7,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.3,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.7,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.4,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.9,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.6,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24.7,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22.8,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.4,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.2,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.4,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.6,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.6,Y,N,NA,0.6,
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,19.9,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.7,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,16.6,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.1,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.9,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,18.2,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,16.1,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.2,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.4,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,16.7,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.9,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.2,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,16.8,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.4,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,15.9,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,14.5,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.1,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,15.6,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,15.8,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,17.5,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,La Chorera Norte,5/24/2022,11,1.4,M,15.8,Y,Y,NA,0.84,Assumed to be in Timed Count b/c transect + quad combination does not match surveyed quads
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.3,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.9,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,23.4,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.4,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.9,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,26.8,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24.4,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,22,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.1,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,19,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,24.9,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.8,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20.5,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,21.1,Y,N,NA,0.6,
AA,RB,Baja,Punta Morro,5/22/2022,10,2.38,M,20,Y,N,NA,0.6,
